comment,label
kashmir banega pakistan support from afghanistan,NA
kuttay aur pakistani main kia farq hota hai?,A
selected hakumat 3 hazar ka khasarah kesay poora karey gi?,A
mayor karachi ko 15 arab rupey ka hisab dena hoga,A
abi check ki uski profile lesbo lag rahi hai qasam se yeh aur is ke sath jo mard jaisi aurat hai,A
only shahmer skindaner fans can feel night,NA
yeh raha ap ka Imran Khan jisne kashmir dispute resolve krna tha lol,A
u think killers watch dramas and get inspired idiot,A
mere baap ghar h m jahan marzi khadi rahun,A
aj hi start kiya any body in,NA
Shudra zaat k log neech samjhey jaty hein,A
happy new year sence he nahe banta kuch acha sa banao,NA
do do takey ke log tv talk show mein kehtey hein hakumat fail ho gayi,A
dark light drama,NA
bhenchod facebook se dp chura liya mera gandu,A
love from bangladesh,NA
why you add scene of bars not good for our muslim generation,NA
pakistani dramas mahol b ab advance hta ja rha sare aam shrab dance vulgarity dikhaya ja rha pehle wala standrd ni,NA
honestly speaking labhi socha b nahi k pakistan especially ary digital network itna behooda drama kabhi ban skya,NA
m watching december,NA
anyone from india,NA
Mujhe to apne puraney dost saanp ki tarah lagtey hein,A
love you too brother,NA
i came here just to listen iconic dialogue cori insan for cyber tesla owner covic wala,NA
kis kis pakistani nay drama ajj start kia after watching indian responce from instagram like me,NA
abe dalli sasti randiyo ki sodaagar,A
any india here,NA
itny mazy sy adds dekh rhi hoti hun drama bich ajata,NA
imran hakumat ne maesheyat ke platelets bhi khatarnaak hadd tak kam ker diye hein,A
please bro you giving prophet muhammad a bad name he dont want his in comments he wants his name in your heart,NA
first tu pehle daik lo,NA
aap to pakistan ke culture ki dushman ho,A
same structures k itne bare bare ghar like mannat,NA
mazeed 4 kashmiri nojawanon ko shaheed ker diya gaya hai,A
flop ho jata,NA
he goes out with girls insults them and leave until he met one who slaps him dizzy,NA
what happened with haniaa face,NA
eng subtitles please,NA
itni jaldi hamara moaqaf tabdeel nahi huwa jitni jaldi ye hakumat expose ho gai hai,A
nadeem bhai ki lulli ka size 001 cm nikla,A
mard naam per dhabba nadir to aik push sy gir gya uth hi nahi paya,NA
dalit aaj bhi india mein apney haqooq ki jung lar rahey hein,A
khud ko jamhooriyat ka champion kehnay waley khurshid shah aaj NAB ke shikanhey mein hein,A
elon musky tesla car bhai,NA
woww yar yai konsi car pak mai,NA
rixb bangladesh gae shampoo add krny wig pehn kr,NA
no need to make fun of someone shakal allah ne banayi,NA
tf man same fucking story again and again,A
aur english sunay ga madarchod to sun ab,A
inteha pasand modi dunya ke aman ko tabah ker raha hai,A
Awaaz tu awaaz shakal bhi daniya podine jesy ha,A
tareekh ne dekha ke khud ko qanoon se baalater samajhney waley arbon ki corruption per jail ki salakhon ke peechey hein,A
mien tu aj krny lge hun aj strt,NA
bekar drama old story,A
me very nice,NA
tu video dekhta hy mein teri amma ky sath woh asal mein krta hun,A
larki ne lift ni di ghjab beztiii kamyar,NA
bhenchod itny bury log adhar card mn b nai lgty`,A
english subtitles please,NA
selected kashmir kia bachaye ga ye to pakistan ko bhi tabah kernay per tula huwa hai,A
CNN ne amreeki sadar donald trump ki taqreer jhoot ka palandah qaraar de di trump ne 85 mint ki taqreer mein 22 jhootey daawey kiye,A
ak mukhy sy kon hospital jataa hy bhai,NA
whos your favorite actor,NA
ek me hi hospital pahunch gaya,NA
first seen and it reminded me of sharuk jatoi culprit,NA
chaalbaaz ost b yahi hy meri zindagi h tu yhn drama b agya dosra meri zindagi hy tu,NA
ye gade h ya bel gade,NA
in ghaddaron ki maa maar di apne,A
shameer sikander alpha male mood on,NA
mujhe qatal ki dhamkiyan mil rahi hein lekin mein phr bhi zulm ke khilaaf awaaz buland kerta rahun ga,A
wajiha cousin us wajahad sai shadi nahi karnaiy jaiga jis tara sai wou fasad paila raha,NA
nawaz sharif ne shuru se hi dirty deal krni thi isliye unhon ne khud ko sakht sawalaat kernay waley sahafiyon se dour rakha,A
kon kon attock city sy dykh rha h,NA
bhai rubab jo bhi bakwas acting honestly,A
he played a negative role in cheekh,NA
jis ne corruption ki hai hamarey mulk ke wasail ko loota hai commission khayen hein jin ki wajah se hamara mulk ghareeb huwa hai aur wo khud kharab pati bn gaye hein Allah taala unka bera garq karey,A
please put eng sub,NA
get better sound technicians please,NA
uncle kha le pehle,NA
love from bangladesh,NA
sary morning shows mein naach ganey aur dance hi chal raha hota hai ye fahashi phela rahy hein,A
Allah kary tu mar jaye badtamiz,A
karela karwa aur ducky bharwa,A
halaka belala abasa gozara kawa khaa domra shaa na yee,NA
hakumat ki jarren kat chukein bs din gintey jao,A
meray samney zeyada baten chodna nahi,A
lanat us khabees pe jis ne mobile ijaad kiya,A
kulbhushan yadav pakistan mein dehshat gardi ki karwaiyan kerwata tha,A
kon kon vpn use krrha,NA
haan teri phudi ki peyaas nhi bhujti naw gashti,A
ye sab sahafi malik riaz ki tawaifein hein,A
kis kis na aj th january start kia,NA
bhosrike gutka thora kam khaya karo tatto ka cancer ho jaye ga,A
Nawaz Sharif corrupt tha,A
nawaz sharif dalla parchiyan dekh ker parhta tha aur aaj tak khul ker pakistan ka muaqaf pesh nahi ker saka tha,A
india mein janooni hindoun ne masjid per dhawa bol diya,A
eid ki chuttiyon mein lahore ke parks paindoun se bharey hotey hein,A
whole ep aik talaf last scene aik talaf,NA
bhai jaldi video dalo wa,A
congratulations both of hero and heroin,NA
hakumat ki kamyabi se corrupt mafia ki dukanein band ho gai hein,A
kon kom bangladesh ho,NA
excellent comment proper dopatta should be a must and vulgar dressing must be banned otherwise pamra van drama and channel,NA
ameen especially our parents,NA
Chup rehney waly harami hotey hein,A
Bohat manhoos ho bhaiyaa,A
in ka baap 3 saal bad change ho jata hai bhai,A
what story peak s love story yaad dila di yarrrrrrrr,NA
pakistan dehshatgardon ka ghar hai,A
PTI mein notanki aur dramybaaz log shamil hein,A
drama k sath hazoor sw naam q compare kr rahay ho bakwas kar rahay ho fazol insan,A
main hamesha un logon ko qatal kerna chahta tha,A
mai na drama friday time date dec,NA
india kon kon dekh raha love from india,NA
kesay likes ki bheek mang raha hai chooteya,A
love from bangladesh,NA
ma gora pakistani dramay,NA
oye bharway meray paisey nikal,A
pw i want to see can i come,NA
who child lover support me,NA
thanks for subscribersplz keep support,NA
super hit inshallah,NA
kon kon meri tara satart kar raha,NA
me too bro,NA
and watching new year celebration in end of year,NA
ha bhai mujhe bhi,NA
nawaz sharif ki tabiyat nasaaz nahi wo dramey ker raha hai,A
one of best drama in world,NA
any bangladeshi her,NA
K Electric waly awam ko chutiya bana rhy hein,A
pakistani drama kya hoo ga,NA
love from bangladesh,NA
nago gushi bachek pura tao pameska chargaya ni,NA
today pm live inshallah please join anyone peoples im waiting,NA
best romantic drama hoga,NA
ye bhi sai hai jissy is tatti ticktoker ka pta nai hoga apki mehrbani sy lag gya pta,A
thora sasta wala pat cummins hbye,A
tum jesy dhokybaaz se dosti kerna meri zindagi ki sb se bari ghalti thi,A
love from bangladesh,NA
gashtion ki champion thi qandeel baloch,A
super hit drama,NA
whos watching december,NA
loving it from nepal,NA
Police waly jahil aur badtamiz hoty hein,A
i just lost my zindagi my fulkumari badly miss her,NA
trump ne michelle obama ke barey mein nasal parastanah jumley kahey,A
eik Arbi larki k Miss America bn'ny per main bohut ghussy mein hun,A
kafi taraki ho rahi pakistani dramas ma vulgar drssung,NA
pakistan dunya ka wahid mulk hai jis mein log zardari aur bilawal jese logon ko leader mantey hein,A
why starting feels like kdramas,NA
wo nafsiyati mareez hai,A
bill gates kia aap samajhtey hein fascist modi ko award dena chahiye?,A
tu ne jitna pakistan ko badnaam kia kya wo kafi nahi hai hai?,A
zardari jesay daaku hukmaran se Allah bachaye pakistan ko,A
norway mein islam mukhalif raily nikali gayi,A
o my god what a show just mind blowing,NA
lmao right rich kid who suddenly get obsessed with a strong headed middle class girl who doesnt like him,NA
ghalti se LOC paar kernay waley 2 pakistaniyon ko india ne dehshatgard qarar de diya,A
ghar mein mojood khawateen aur bachy hamly ka nishana bn gaye,A
ek punch sa kon gir behosh hota,NA
dressing jo hall pakistani kr ray hn khwateen allah pak azab naay to kea ho,NA
after a long time i will see tonight,NA
oye cacha chadhary k chothy chody eik jhapar pary ga tjy,A
bhenchod 100 follow kru to 3 follow back dete hain wo bhi newbies,A
i love muhammad,NA
thank you youtube family for subscribers allah ap sab ajar dy ameen,NA
please thora sa funny banana,NA
tujhey mirgi ka dora na lora perna hai,A
first episode at december,NA
tum eik intehai nashukri aurat ho tumhen jo marzi laa do tumharey nakhrey hi khatam nahi hotey,A
qasam se ager tu musalman na hota to bach jata lekin ab teri gaand mari jaye gi,A
india mein kisi musalman per gaye zibah kernay ka shaq bhi ho to usey qatal ker diya jata hai,A
whos watching first ep today,NA
love from bangladesh,NA
i just felt its nashabruhh insane,NA
jis waqt accident huwa woh sakht nashey ki halat mein gaari chala raha tha ,A
kanjro elon musk pata hy keh paich kuss sy uski tesla k tyre puncture ho rhy hen pakistan men,NA
anyone watching in,NA
shibra rone ky like hi hy,NA
ye papa to indian actor he,NA
kitni koji rki hay ek lrkay pr khwar phir jb kuch hota hay tho ilzam us per hota hay k falan ny ye kiya esa kiya zulm kiya,NA
love from qatar,NA
muslamanon per truck charhanay wala truck driver yahoodi tha,A
taaj bb beta b mil gya shohar b,NA
apni gao mata ko chodnay walon ko azadi kis bharwe ne di?,A
india mein gaye zibah kernay ki ijazat nahi lekin musalman zibah kernay ki hai,A
bghair thook lgaye tery mu mn lora gusher dun ga,A
gujrat ka qasai pehlay bhi 2002 mein hazaron musalmanon ko qatal ker chuka hai,A
who came here from insta reel of cyber truck,NA
liyari mein 2 doctors ko gangwar aur taliban ke naam se bhattey ki parchiyan mili hein,A
uski waja sirf humare writer hien unhe story pakistani drama cast heroes heroins sab acting ati indian dramas fazool hote hien bachpan shuru karo jawan honey tak dekho kahani achi likhte hien episodes b zabardast hoti hien dramas phir story khench khench k kachomar nikal detay hien,A
tax mein bepanah izafey ki wajah se auto industry tabah ho rahi hai,A
vpn one like,NA
aqwam e muttahida kashmir ke maamley per goongi behri aur andhi ho jati hai,A
aby bhosrike tu ne hamen chootya samjha hua hai?,A
bold drama astagfirullah,NA
hindu hai hi gandi nasal,A
smna shoting hoi jo mara mokka,NA
pakistan drama kya dikhaya jata sirf gujarti kuchh nahin,NA
is hakumat se kashmir mehengai aur berozgaari jesay masail hal nahi ho saktey,A
thek se chal to le polio k mareez,A
nice drama ha,NA
bharat jhoot aur dehshatgardi ka badnuma chehra hai,A
mulk mein imrani gundagardi ka dour chal raha hai,A
any bangladeshi here,NA
lady police constable ka kehna hai ke wakeel kirdaarkushi ker rahey hein aur aurat hona mera jurm bn gaya hai,A
me but afternoon time,NA
hafizabad mein 1 lakh maliyat ki chori ka ilzaam qabool kernay ke liye police ne 50 saalah shehri ko harasat mein le ker usey mubeyyanah tashaddud ka nishanah banaya,A
science wali maam k boobs se meri nazrein hi nahi hatten,A
mujhy hum jins paraston se nafrat hai,A
kis kis next ep wait ha,NA
wahaj bhee hota tu character usper bhee suit karta but imran abaas ne bohut acha nibhaya,NA
lahore mein school mein teacher ke tashaddud se halaak honay waley talib ilm ke dost gawahon ko school intezamiyah ki dhamkiyan,A
i love mohammad saw,NA
jin shaadi unki shaadi best drama,NA
agar mujhe college mein dakhila nah mila to main aag laga dun ga,A
will there be english subtitles soon,NA
soon you will see chummiyan pappiyan in paki dramas japhiyan to almost start kar di danish taimoor ne,NA
kuttay ki maut maro tum sab jis jis ney ek baap say uska beta cheena hai,A
alisa means randi in urdu,A
kon kon january shoron kr rha,NA
i love muhammad saw,NA
beghairat log ameer ke bachey bethay pizza khaa rahey hein driver bechara hasrat se kuttey ki tarah dekh raha hai,A
tum zehni mareez ho,A
kaaley kapron mein tu kutta hi lg raha hai,A
kese kese manto yad ai rha hia,NA
karachi ko model city bananey ka elaan kiya gaya karachi to na sanwra lekin kachrey ka dhair zarur bn gaya,A
noon legue aur peoples party ne misaq e jamhuriat ki chatri taley loot maar ka bazar garam kiya huwa tha,A
any bangladeshi comments,NA
no french english,NA
hakumat corruption ke khatmey aur bilatafreeq ehtisaab mein mukhlis dikhai nahi deti,A
umar akmal ne cricket field mein itney karnaamey anjaam nahi diye jitney zayada tanazeat ka shikar huwey,A
ab pakistani drama mai iss tarah k wahit dressing r parties dihakar kon si muslims mulk nomaindgi kar rha hn,NA
abhi abhi episode dekh kar as rahi hon,NA
kashmir ke logon ko takleef mein dekh ker bohut dukh huwa,A
started watching on th december,NA
watching from bd,NA
who liked my commentcan heshe talk to me,NA
any bangladeshi peoples attendance here,NA
best drama pakistan no,NA
pakistan drama saari similar hote,NA
yahoodiyon ne puri dunya ki maesheyat per qabza jamaya huwa hai,A
fork in right hand as a spoon,NA
me watch to day,NA
azadi ke din iqbal park ttiktok waly khusron se bhara para hai,A
colonel ki  biwi ne police walon ko gaaliyan dein,A
hakumat mein sabiqah hakumaton ke wazeer masheer hi bethay hein aur kehtay hein ke bari tabdeeli aa gayi hai aur ab pura nizam badal jaye ga,A
why title looks so much inspired by kmkt,NA
mera khayal hai ke tumhari zuban qaboo mein nahi reh sakti tumhen bhonkney ki aadat pari hui hai,A
who watching december,NA
anyone in feb,NA
aap se NRO mang kon raha hai? ehtisaab nahi aap inteqaam le rahey hein,A
main to sandal khatak ki thumkay marti bund ka aashiq hun,A
teri chachi to tawaif hai salay,A
bakwas drama,A
nice yaar good drama,NA
wasim akhtar ne apney puraney sathi per sangeen ilzam laga diya,A
morning shows ko nahi us mein janey waly bachon ke kanjar maa baap ko band kr dena chahiye,A
Hr ksi ki apni mhnt ha kese b famous ho tu lunddd nh kha ksi ka,A
marwa marwa k suja di apni phuddhi ab allah se maafi mang rai ho,A
tu do kori ki randi hai,A
teri kya maa chod di indians ne bhadwi quom ki gandi nasal,A
Maqbooza Kashmir mein nasal kushi ki sazish ki gai hai,A
kisi kutti k bachy taxi ki olaad kuch shrm kr bc insan,A
hahaha wesy yee larka bht shareef sa h ghusay mn bh arm bt krta h,NA
kon nibbi jo comment section me apney comment k like karney pe umarh dua de rahi kese kese makhlook duniya me,NA
PPP imran khan ke ouchey hathkandoun se darney wali nahi hai,A
tareekh mein jitni bongiyan hamarey wazeer e azam ne maaren utni kisi ne nahi maaren,A
wafaaq sindh ki gas purey pakistan ko de raha hai aur sindh ko qatar ki LNG mehengay daam farokht ki ja rahi hai,A
love from ktm nepal,NA
im watching on november from bangladesh,NA
hum mulk ki tamam bari shahrahein band ker dein gey,A
me on evening,NA
hindoun ka randi rona aisay hi chalta rehta hai,A
nasal ki baat mat kar poore world ko pata hai kis ki nasal kharab hai suar,A
any indian here,NA
any one bangladesh,NA
ghadar e watan pata nai ketny harmio ki awlad hai tu,A
guzishta chaar dinon mein amreeki forces ne dushman ko aisa badtareen nishanah banaya hai jo is se pehly kabhi nahi banaya tha aur isko jari rakha jaye ga,A
ameen ameen ameen,NA
bharat mein musalmaanon ko dosrey darjey ka shehri banaya ja raha hai,A
siyasi mukhalfat per sehat ki sangeen soortehaal se dochaar shakhs se elaaj chen'na qatal ki sazish hai,A
thanks you for eng sub,NA
khalistaniyon ko foran giraftar kerna chahiye,A
europe waly apny aap ko sb se bara lora samajhty hn,A
meri bund marney ki bajaye apney kam pe focus ker,A
hum bhi koi chutyapa ker ke famous ho jatey hein,A
sub dekhany zarort kea h,NA
plzz her drama threefold na karting muje tou scaramouche aati k scarab noshi girl friend tamam buraian khubi aaj kal log yahi passed kertay hein,NA
haha im here,NA
how many bangladeshi here,NA
shukar episode upload kar diya kab sa wait kar rahi thii,NA
tum donon chalak lomriyan ho,A
so beautiful drama,NA
i dont know why people send islamic msgs and drood sharif in dramas comment,NA
hanai amir jesi koi best person,NA
oye kanjar chor de is game ki jaan,A
mein tumharey jhootey ilzam ka jawab dena zaruri nahi samajhta,A
22 crore awam tujhe nanga ker ke kutton ki tarah ghaseetey gi ager mulk torney ka socha bhi,A
ab es tara k drama b ahna siro kar deay lant hoo mulk k wazarat andna qanoon kiun zulm kr ray hoo apny logon k sath kiun msray taba kar ray hoo sab limanati hoo moot kiun bhuly hoo masra azad kar dea too yae mulk kbi sahi ni ho saky gaa,NA
lanat hai aise logon pe jo is ganjy ko pasand krty hn,A
saray sahafi pein yakk hein,A
kon kon tiktok sa dekh kar aya,NA
after so long ek mazy drama aya hy,NA
takleef pohunchey gi inhen main pohunchaon ga inko takleef main inhen rulaon ga,A
muth mar k aaya ha kiya jo dimag kam ni kr raha,A
ameen sum ameen,NA
turkish drama sa lag rha hy khuc khuc,NA
Kashmir ke bary mein kiay sb waadon se muker gaya hai India,A
kachrey ki siyasat ne sab kuch kachra ker diya karachi mein gandagi ke dhair aur aalooda pani ne beemariyan phela dein,A
sb se bara meesna to nawaz sharif hai awain shareef bana phirta hai bhootni ka,A
very predicable story and mixture of khani and ishq musrhid drama and har drame me hero ya heroin us family itni ameer dekhana zaroori nh hota tora sa to pattern change kro taake pakistan population character connect kar sake,NA
liberals molana fazal ur rehman ka sath sirf bughze imran aur bughze establishment mein de rahey hein,A
ye gashti ke bachay bs pakistan dushmani me he bhonk sakte hain,A
recently watching in january,NA
press cc icon will be subtitles in english,NA
"""mister tuk tuk"" ke naam se janey jaaney waley misbah ul haq qoumi cricket team ko jaarhiyat ka sabaq parhayen gey",A
black dress girl fariya cheap dress pakistani dramo kia hota ja raha,NA
mujh per tanqeed kernay waley andhey aur jahil hein,A
i started today junwary,NA
cyber truck wala trailer dekh kar kon kon aya,NA
modi aaj ke dour ka hitler hai,A
car sawaar khatoon ne takkar hony per motorcycle sawaar nojawan ki thapron aur jooton se pitai ker di,A
bc inka anthem sun kr kaanon ka cancer ho gaya ha,A
Tu jb paida hui tou doctor ne kaha tha pata nai kia paida ho gaya hai,A
look at actresses,NA
kon kon abi dakh rha,NA
Molana fazool mein shor macha rahy thy,A
wo hi routine story ameer bighra larka gareeb payari larki,NA
me yahi soch raha pakistan me larkiyan khwaten toxic ku ha ab pta lga ye sb in drama kmal ha ayse drama dekh kr larkion dimaag khrab nhi ho ga to kya ho ga,NA
alto be like mujhy q jalaya ry,NA
ohoo last scene,NA
others seeing drama me ulfat and qutub from,NA
tesla cyber truck in pakistan drama indrustry wow,NA
anjali dhaka fan karo please,A
air route kernay se dushman ko sakht pegham jaye ga ke hum jung ke liye bilkul tayyar hein,A
ameen summa ameen,NA
need eng subtitles,NA
indian attendance here,NA
jab tak dunya se yahoodiyon ka khatma nai hoga duunya mein aman nahi ho sakta,A
bah bhai moja aageya,NA
goray aur suwar mein koi farq nai hota,A
amreeka ki janib se hamla kerna eik intehai khatarnak aur ahmeqanah harkat hai,A
limited edition kitne ugly yaar,NA
idk why but i think nameer khan would have been amazing as kamiyar im just imagining,NA
not only pakistan we bangladeshis also love pakistani dramas,NA
yess but her chatpate role bhi bohot acchi lgti uski real character match hoti dekhne me bhi maza ati but we all love her,NA
bangladesh er keo ache naki,NA
assalamualaikum fahaz bhai kamal drama kabi ma kabi,A
abey oye jahil ye edited video hai pagal ke bachey,A
who watching it on evening time,NA
me because break up ho gya,NA
from nepal anyone,NA
ye pakistani drama hy ya indian,NA
kya badla liya,NA
amnesty international ka kashmir mein communication shutdown per eik bar phir tahaffuzaat ka izhaar,A
india wale attendance lagwin jo vpn dhek rahe,NA
meray bhai tu khassi ho chuka hai,A
january kon kon dekh rha h,NA
Pakistani film industry mein fahashi bohut barh gai hai,A
starting from today after watching reels from fb feb,NA
Sai li bhai ap nay is ducky gandu ki,A
ye viral he likhlo,NA
denmark mei quran jala dia geya aur kisi ne rokney ki koshish bhi nai ki,A
culture janaza sleeveless start ho kr topless tuk jata,NA
unbanned ho gaya india mae abb wapis dekh sakte ho abb apne qoum k nowjawan firse nautanki baaz drama mae time waste karne wale including me,A
fozol bakwas drama time west,A
i love muhammad,NA
pakistan fahad mustafa hamare india bigg boss ott me aaye huye contestant sai ketan rao me milte kon kon agree karta like karo,A
i love muhammad,NA
i m from nepal,NA
dard wali jaga pa hath rakho paro data sahib gori wahi andari raat,NA
larkiyon originality marti jarahe hy tu larky khusry banty jarahe,NA
please available english subtitles,NA
nov but at night,NA
fahad room dkh k muje dil kr raha k saf kar don itna ganda room,A
dunya ki bari jamhooriyat kehlaney waley bharat ne sab barey kashmiri leader pakar rakhey hein,A
expose ho janey ke baad mayor aur charon district chairmanon ko isteefa de dena chahiye,A
episode very boring,NA
ab to araha hay,NA
apni londeya aaj meray sath sula de chacha,A
eik molana ne mulk per charhai ka elaan ker diya hai,A
watching now love from bangladesh,NA
paise ke chakar mai randi bn gaye ho,A
teri biwi ne kitchen se chimta la ker teri gand mein de dena hai,A
modi ko nijji dawaton mein bulaaney waley kashmir per siyasat khel rahey hein,A
ye he humra aj muslim pakistan k drame neche shrab noshi hram he likh k jan churaye ja rahi he sare murgh molvi chup he,A
ciggerette pilaney se inkaar per mulzim ne kulhaari maar ker gardun urra di,A
allah nam shuru karta hu,NA
iran mein shia maren gy to bohut acha hoga,A
who watch from nepal please comment down,NA
hi hanir amir back bib fan hoo,NA
ye minecraft pr bnaya truck lgta,NA
opposition bhi mili to ghatiya aur aqal se paidal,A
aap eik khabees insan hein,A
pehli episode ma hi es brazer nazar aa raha aa,NA
khalistani kutto ko pani b nai milna chaheye,A
sale villain aaj din nahi badkismat,NA
i agree with you,NA
trump ne ilzam lagaya hai ke china ne amreeka se paisa kamaya aur churaya hum china se tijaarat mein arbon dollar zaya ker chukey hein,A
itna ilm hasil karna har mard aurat per farz ghante jindagi allah hukum muhammad saw bataye hue tarike say guzar saky say ameeen,NA
bara bhai pagal paisa paisa andar lele paisa,A
same drama concepts,NA
think hospital,A
ho sakta hai mustafa kamal maafi maang lein to unhen bahaal kiya ja sakta hai,A
kaalay amreeki police ki jabri karwaiyon mai akser maray jatey hein,A
european culture drama best but mazhab purany logon baten,NA
maqbooza kashmir mein insaniyat sisak sisak ker mar rahi hai Modi jamhoori rehnuma nahi mojoodah dour ke yazeed ka roop dhar chuka hai,A
molana fazal ur rehman ka mazhab card ab khatam ho gya hai,A
tu ne mobile ke liye paisy choot marwa ke ikathy kiye hein na?,A
meri zindagi ha tu easi zidigi pe thoo,NA
Patwari hein hi jhooty khooti k bachy,A
itni bakwas sound,A
muhammad s a w,NA
drama sath comment pdne vale mareez hajri lgvao please,A
larkiyun ki respect kiya karo bhenchodo,A
imran niazi qoum ko gumrah kerna chahtey hein,A
me but i dont know its finished not,NA
mujhy Cuba mein safeed faam logon ko dekhny se nafrat hai ,A
police larkiyon ke hostel mein zabardasti ghus gai,A
u guys have changed ur abu copying turkish dramas now,NA
only screen actually,NA
yf whats wrong with you,NA
pakistani drama mai dressing k haal kitna bura ho gya hy,NA
i love bangladesh our loyal honest and brave brothersa lot of love from pakistan,NA
awam ne 2 dakoun ko pakar ke zinda jala diya 1 halaak aur 1 shadeed zakhmi ho gya,A
peshawar mein behter karkardagi dikhaney per police ahelkaaron mein charas taqseem ki gayi,A
janooni hindu corona ko muslim virus keh rahey hein,A
i think u have not watch cheekh,NA
bhenchod kisi smuggler jesa moun hai tera,A
anyone from india,NA
pakistan me cyber truck k liye itne pese kha aaye karza uthar lete isse acha desh kast episodes me h cyber truck dikha diya,NA
pakistaniyo bhi nhi pta watch konse hath pahnte faltu show off,A
can they stop copying turkish dramas scenes and direction for fucks sake,A
look at her shes lost her beauty,NA
anyone watching from india,NA
dummy PM ko hum nai manty,A
munafqon ki wajah se rishtey toot jatey hein,A
if those like had helped you in any way its fine but,NA
yeh aukaat hai us kanjar asif ghafoor ki,A
love from bangladesh,NA
peoples party kashmiriyon per bharat ke insaniyat soz muzalim ke khilaf sarapa ehtijaj hai,A
bharat ke liye intehai sharam ki bat hai ke modi ne france janey ki liye pakistan ki fizai hadood istemaal ki,A
tumhari bakwas sun ker mera ser dard krny lg gaya hai,A
ap log roze rakte he kia,NA
no for haniya,NA
french sadar kuttey ka bacha hai,A
arey behen ke loro pagal ho gaya hun main ab bas ker do,A
pak foj bohut darpok hai sipah e sahaba jesi tanzeem se darti hai aur uske khilaf karwai nahi kerti,A
before ruining cyber truck you should know itll record everything,NA
whos here after watching ishq murshid,NA
tiktok walay londay mard nahi rehtay,A
haina wja seh dekha raha huh from nepal,NA
wasting food they hardly eat,NA
ye karachi mai shoot hua h kia,NA
aby sun lund hai mera mota aur gaand hai teri choti,A
Las Vegas mein sb se zyada fehash videos banti hein,A
mustufa bhai dil sale ur,A
me watching afternoon,NA
bharat hut dharmi per qaim hai kashmir mein khoon kharabah nazar aa raha hai,A
yi love aphni dil mai karo yar drama mi es sarah comment mat karhna gonah hei,NA
islam sirf gumrahi phelata hai,A
hakumat ke justice faiz eisa per sangeen ilzamaat,A
randi k bachay tweet karna band kar khinzeer ki olaad kaafir,A
jst new version drama from pakistanwao amazing too expensive,NA
tumharey in ahmeqaanah sawalon ka meray paas koi jawab nahi hai,A
me cumilla you,NA
mostofa indian actor divya khosla kumar male version dikhta,A
someone in january,NA
aisy hi chalta raha to tjy khanzeer banny mein zyada der nahi lagy gi,A
afghanistan mei mojood amreekiyon ko kutta bana ke qaid ker dena chahiey,A
naye delhi mein talba per inteha pasandon ke hamley jaari hein,A
aik to sunslik walo ne chod k rakha,A
Allah taala ka ghazab un logon per nazil ho jinhon ne pakistan ko loota hai,A
khani drama tara lag raha ha,NA
Opposition senators bhi corrupt mafia ka ehtesab chahtey hein,A
jesay murgh ki azaan se namaz ka koi taaluq nahi usi tarah molana diesel ka islam se koi taaluq nahi,A
teray moun mein mera lora,A
inspector ka rawayyah intehai ghair insani tha,A
sary hindu harami hoty hn,A
her angry acting ufff,NA
mayor karachi ne mujhe isliye muattal kiya keh woh apni corruption bachana chahtey hein,A
kio k ghar khali hoty khali almari khali daraz bas actors ja kar kamry meh bhet jaty,A
mjy ishq e mammnu wala ghr laga kamiyar,NA
muft mn traffic k loray lg gaye hn,A
internet ke beija istemaal ne nojawan nasal ko kharab ker diya hai aur unki soch per munfi asraat murattab ho rahey hein,A
first episode and how did actress she know yesterday who beat her bro,NA
kon kon cyber truck wajah yaha aya hy,NA
sochny wali bat he new year chutti ni he clg,A
drama me heroine mom and dad ye couple also taj bibi,NA
mmnh paise bhi yehi poray kare ga kindly upload ost,NA
love from bangladesh,NA
actual drama start at,NA
sir g ohi haun diyan jo edhar panjab te udhar panjab diya nasla nu western bnae ja reharab rakha,NA
molana aur imran khan mulk ko mazeed nafrat aur taqseem ki seyasat ki tarah le ja rahey hein,A
fisrt pakistani drama,NA
ma kal awo gi tu yes,NA
main itna khush hn k bhenchod mera lun phoola nahi mana rha hai,A
ye sirf nasal parasti ki jung shuru kernay ke liye kiya ja raha hai,A
indian kuttay afghanistan se bhag rahey hein,A
kamiar maa baap donu bhai behn lagty h,NA
india vote here,NA
thanks for subscribers,NA
i like it,NA
anyone watching from bangladesh,NA
Dollar ka rate control karna ab hakumat ke hath me nahi,A
me pakistan sa,NA
looks like a turkish drama,NA
india pakistani drama chanels ate hein werent they banned,NA
teri influencing ke to loray lagey huay hein,A
bangali bari leechar qom hai,A
only for bilaaaal,NA
in love with song drama song name please,NA
lund hilatay huay tiktokien bn rahi hain,A
nasir kazmi di ghazal da beragharaq keeta ee ja allah poochay tujhay likhny gaany waaly,NA
itni ameer lrki teeth braces ni lgwa skti,NA
im from bangladesh,NA
modi hitler ke naqsh e qadam per chal nikla hai usey patta dalney ki zrurat hai,A
whos watching december,NA
besharam aadmi tumharey baap ka paisa hai jo awam bhool jaye gi?,A
tum bohut haramzadi ho ye harkaten chor do,A
pk daramo ma disco dance party sab dekhna zaroori h kea pata nh loog kia message dena charhy young generation,NA
any one watching from todayepisode one,NA
